place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,types,is_operational,search_zone,search_keyword,is_open_now,timestamp
ChIJl_O2Pbr3aS4R65Ag1NUipm8,TKJ Golf Driving Range Intercon,Affluence_Proxy,Golf_Club,-6.2083083,106.7448703,"TKJ, intercon, blok m1, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia","intercon, TKJ, blok m1",4.6,158,,,,"health, store, point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.392063
ChIJOXEKwrYdai4RILwo2z0hhEs,Sedayu Indo Golf,Affluence_Proxy,Golf_Club,-6.0867328,106.7494364,"Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1, DKI Jakarta 14460, Indonesia","Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1",4.6,1171,http://www.sedayuindogolf.com/,(021) 50208088,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.290221
ChIJ-_8ut9Mdai4RKb459VDX6Zw,Driving Range Sedayu Indo Golf,Affluence_Proxy,Golf_Club,-6.085196799999999,106.7488322,"Golf Island, Jl. Marina Indah No.1, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Golf Island, Jl. Marina Indah No.1, Kamal Muara, North Jakarta City",4.6,112,https://www.instagram.com/sedayuindogolf/,(021) 31182807,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.447637
ChIJmTg4L1Adai4RiKlrVK8hhyQ,Golf Lake Clubhouse,Affluence_Proxy,Golf_Club,-6.1287204,106.733014,"Jl. Golf Lake Blvd No.9, RT.9/RW.14, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","Jl. Golf Lake Blvd No.9, RT.9/RW.14, Cengkareng Tim., Kota Jakarta Barat",4.6,41,,,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,,2025-08-05T09:37:21.836287
ChIJB-EJn0nxaS4RMdazrP3oy6Y,Senayan Golf Club Jakarta,Affluence_Proxy,Golf_Club,-6.2245439,106.7970309,"Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kota Jakarta Pusat",4.5,3209,https://www.instagram.com/senayangolfclub/?hl=en,(021) 5710181,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.369881
ChIJHfLExj_1aS4RvfE7AdgZ3Bo,Driving Range The Club Gading Mas,Affluence_Proxy,Golf_Club,-6.1540537,106.8905928,"Jl. Boulevard Bar. Raya, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Bar. Raya, Klp. Gading Bar., Jkt Utara",4.5,787,http://theclubgadingmas.com/,(021) 45859388,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.702245
ChIJk_PmGbP1aS4R3P5s0_T_T74,"Driving Range, Jakarta Golf Club",Affluence_Proxy,Golf_Club,-6.1977063,106.8746493,"Unnamed Road, RV2F+WV6, RT.10/RW.13, Rawamangun, Pulo Gadung, East Jakarta City, Jakarta 13220, Indonesia","RV2F+WV6, Unnamed Road, RT.10/RW.13, Rawamangun, East Jakarta City",4.5,290,https://jgcdrivingrange.com/,(021) 47883913,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.860783
ChIJa6K1zPL3aS4Rd2CjlZ1qHkE,Club de Arjuna,Affluence_Proxy,Golf_Club,-6.189992999999999,106.7604659,"Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kota Jakarta Barat",4.5,498,https://www.clubdearjuna.id/,0811-1956-8888,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.508697
ChIJddH7zqj3aS4RmBQqdShL0mE,Senayan Golf Studio & Dining,Affluence_Proxy,Golf_Club,-6.212466999999999,106.8035046,"Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora",4.5,144,,(021) 50813031,,"restaurant, food, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.678241
ChIJA5Y7Q430aS4R4XYpZpXbBfU,Lapangan GOLF Rawamangun,Affluence_Proxy,Golf_Club,-6.1972597,106.8751505,"Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kota Jakarta Timur",4.5,169,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:55.019394
ChIJ0aj06D_1aS4R7OIAgWgonDM,The Club Gading Mas,Affluence_Proxy,Golf_Club,-6.154281999999999,106.8902116,"Jl. Boulevard Bar. Raya No.1, RT.2/RW.9, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Bar. Raya No.1, RT.2/RW.9, Klp. Gading Bar., Jkt Utara",4.5,42,https://theclubgadingmas.com/,(021) 45859388,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:55.183378
ChIJQQ62kKTxaS4R-M3e586sCK8,Pondok Indah Golf Course,Affluence_Proxy,Golf_Club,-6.2691368,106.7849619,"Jl. Metro Pondok Indah No.16, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Metro Pondok Indah No.16, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.5,4832,http://www.golfpondokindah.com/,(021) 7694906,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.785610
ChIJMeTPv5PzaS4Ro8ViEwbvIRo,Golf Pringgondani Driving Range,Affluence_Proxy,Golf_Club,-6.2559467,106.8840651,"Jl. Raya Halim Perdanakusuma, RT.5/RW.10, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13650, Indonesia","Jl. Raya Halim Perdanakusuma, RT.5/RW.10, Halim Perdanakusuma, Kota Jakarta Timur",4.5,1729,http://www.golfpringgondani.com/,(021) 8012050,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.121496
ChIJhQo___7xaS4Rit2esLZaJvE,Cilandak Marinir Driving Range,Affluence_Proxy,Golf_Club,-6.2967824,106.814604,"Jl. Raya Cilandak KKO No.22, RT.13/RW.5, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia","Jl. Raya Cilandak KKO No.22, RT.13/RW.5, Cilandak Tim., Kota Jakarta Selatan",4.5,1858,,(021) 22784005,,"point_of_interest, establishment",True,South_Jakarta_Kemang,golf club,True,2025-08-05T09:24:15.522921
ChIJzf_R0BHzaS4R7ARR-T3Yh_s,Suvarna Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.2850059,106.8945592,"Jl. Radar Selatan No.1, RT.3/RW.4, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jl. Radar Selatan No.1, RT.3/RW.4, Halim Perdanakusuma, Kota Jakarta Timur",4.5,1776,http://suvarnagolf.com/,0811-1586-873,,"point_of_interest, establishment",True,South_Jakarta_Kuningan,golf club,True,2025-08-05T09:26:47.951332
ChIJHbtDkyzuaS4RzYcvFgYFiGE,Klub Tamansari Bali View,Affluence_Proxy,Golf_Club,-6.3165667,106.7679013,"Jl. Tarumanegara No.46, Pisangan, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419, Indonesia","Jl. Tarumanegara No.46, Pisangan, Kota Tangerang Selatan",4.5,619,,(021) 7413324,,"point_of_interest, establishment",True,South_Jakarta_Cilandak,golf club,True,2025-08-05T09:28:38.338316
ChIJuVZfqTcdai4RrkbesdonUPA,Damai Indah Golf - PIK Course,Affluence_Proxy,Golf_Club,-6.113454099999999,106.7446123,"Kapuk, Jl. Marina Raya, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Kapuk, Jl. Marina Raya",4.5,2987,http://www.damaiindahgolf.com/,(021) 5882388,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:03.896515
ChIJBfgddGECai4RR4w8LyFirk0,Cengkareng Golf Club,Affluence_Proxy,Golf_Club,-6.1218733,106.6740722,"Soewarna Business Park Block G Lot 1-2, Soekarno–Hatta International Airport, Blok G, Pajang, Kec. Benda, Kota Tangerang, Banten 15126, Indonesia","Soekarno–Hatta International Airport, Soewarna Business Park Block G Lot 1-2, Blok G, Pajang, Kota Tangerang",4.5,2310,https://www.instagram.com/cengkarenggolfclub/,(021) 55911111,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.144325
ChIJj11qdJL0aS4R9n1mBBBE1FU,Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.1973677,106.8751961,"Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kota Jakarta Timur",4.4,2423,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.199353
ChIJxeX59Y_1aS4RTBpd4IOytDM,Driving Range Kemayoran,Affluence_Proxy,Golf_Club,-6.1455907,106.8540791,"VV33+QJ8, RW.5, East Pademangan, Pademangan, North Jakarta City, Jakarta 14410, Indonesia","VV33+QJ8, RW.5, East Pademangan, North Jakarta City",4.4,369,,,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.344305
ChIJGRh6W3HxaS4RJmMDNVNnSOg,Golfzon Wijaya,Affluence_Proxy,Golf_Club,-6.2526227,106.7992518,"Jl. Wijaya II No.122, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","Jl. Wijaya II No.122, Melawai, Kota Jakarta Selatan",4.4,91,,(021) 27098100,,"cafe, point_of_interest, food, establishment",True,South_Jakarta_Pondok_Indah,golf club,True,2025-08-05T09:25:37.690207
ChIJf1PJ82ACai4R2TlN5Vw_VQ4,DELTA SPA MH AirPort soetta ( Samping Soewarna Golf ),Affluence_Proxy,Golf_Club,-6.1215663,106.6726936,"Jl. Cengkareng Golf Club No.Lot 1 Blok H, Panjang, Kec. Benda, Kota Tangerang, Banten 15126, Indonesia","Jl. Cengkareng Golf Club No.Lot 1 Blok H, Panjang, Kota Tangerang",4.4,117,,0821-1777-2829,,"spa, point_of_interest, establishment",True,North_Jakarta_PIK,golf club,False,2025-08-05T09:37:21.611828
ChIJZfh_Bon1aS4R0Dehu9bQH70,Golf Bandar Kemayoran Jakarta,Affluence_Proxy,Golf_Club,-6.145019,106.8531343,"Jl. Trembesi Blok D3-D4, Kota Bandar Baru, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia","Jl. Trembesi Blok D3-D4, Kota Bandar Baru, Jkt Utara",4.3,1768,,(021) 6541156,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.540882
ChIJkcHJbs_yaS4RW-_aJeyuDsg,Padang Golf Halim,Affluence_Proxy,Golf_Club,-6.2818263,106.8907814,"8, Jl. Squadron No.4, RT.6/RW.2, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","8, Jl. Squadron No.4, RT.6/RW.2, Halim Perdanakusuma, Kota Jakarta Timur",4.3,1195,http://golfhalim.tripod.com/,(021) 8000793,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.311005
ChIJeTnwtHvzaS4RJ6oxVgY3Asg,Suvarna Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.279780799999999,106.8936072,"Jl. Padang Golf Lkr. Halim, RT.3/RW.4, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jl. Padang Golf Lkr. Halim, RT.3/RW.4, Halim Perdanakusuma, Kota Jakarta Timur",4.3,71,http://www.suvarnagolf.com/,0811-1586-873,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.642362
ChIJPZR74hfuaS4RrYvahmDasB8,Pangkalan Jati Golf Club,Affluence_Proxy,Golf_Club,-6.3198313,106.7890761,"Jl. Jati Indah Raya No.1, Pangkalan Jati, Kec. Cinere, Kota Depok, Jawa Barat 16513, Indonesia","Jl. Jati Indah Raya No.1, Pangkalan Jati, Kota Depok",4.3,2740,http://www.golfpangkalanjati.com/,(021) 7513326,,"point_of_interest, establishment",True,South_Jakarta_Kemang,golf club,True,2025-08-05T09:24:15.340905
ChIJ4-7B0R7xaS4RnMuKNrfFUCM,Seskoal Driving Range,Affluence_Proxy,Golf_Club,-6.2429524,106.7763882,"Jl. Ciledug Raya No.1, RT.12/RW.11, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia","Jl. Ciledug Raya No.1, RT.12/RW.11, Cipulir, Kota Jakarta Selatan",4.2,839,,0821-4621-5007,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.183256
ChIJJxmyDzwdai4RlJ8MbYhfyW4,Crown Golf,Affluence_Proxy,Golf_Club,-6.1117161,106.7420326,"Ruko Crown Golf PIK, Jl. Marina Raya No.7, RT.7/RW.2, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Ruko Crown Golf PIK, Jl. Marina Raya No.7, RT.7/RW.2, Kamal Muara, Jkt Utara",4.2,182,,,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.222711
ChIJH9ZWYHcdai4R1E6q9fiqbH4,Singapore School Pantai Indah Kapuk,Affluence_Proxy,International_School,-6.127129800000001,106.7662845,"4, Jl. Mandara Indah IV No.13, RT.13/RW.6, Kapuk Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460, Indonesia","4, Jl. Mandara Indah IV No.13, RT.13/RW.6, Kapuk Muara, Jkt Utara",,0,http://www.sis-pik.com/,(021) 5883835,,"primary_school, school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:35.809531
ChIJ0UTU1D71aS4RmI_bd7vhF44,North Jakarta Intercultural School,Affluence_Proxy,International_School,-6.156630499999999,106.8948453,"Jl. Bgr. Boulevard, RT.15/RW.3, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Bgr. Boulevard, RT.15/RW.3, Klp. Gading Bar., Jkt Utara",,0,http://www.njis.org/,(021) 45865222,,"school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:35.965793
ChIJESzPLZf1aS4Rrd0yDI1CgnI,Universal School,Affluence_Proxy,International_School,-6.1503415,106.850975,"Jalan Ruas D7, Block, Jl. Kota Baru Bandar Kemayoran No.2 D6, RT.13/RW.10, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia","Jalan Ruas D7, Block, Jl. Kota Baru Bandar Kemayoran No.2 D6, RT.13/RW.10, Pademangan Tim., Jkt Utara",,0,http://universalschool.id/,(021) 6542654,,"school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:36.117785
ChIJcUtK7Xkdai4RBID1F000dyU,Bina Bangsa School Pantai Indah Kapuk,Affluence_Proxy,International_School,-6.1286079,106.7653411,"Jl. Walet Elok 8 R-8 No.1, RT.13/RW.6, Kapuk Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460, Indonesia","Jl. Walet Elok 8 R-8 No.1, RT.13/RW.6, Kapuk Muara, Jkt Utara",,0,http://www.binabangsaschool.com/,0811-9221-885,,"school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:36.275692
ChIJecesHBf3aS4R4IRp3qvwdks,Raffles Christian School Kebon Jeruk,Affluence_Proxy,International_School,-6.1972667,106.7610151,"Jl. Meruya Ilir Raya No.89, RT.1/RW.5, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620, Indonesia","Jl. Meruya Ilir Raya No.89, RT.1/RW.5, Meruya Utara, Kota Jakarta Barat",,0,http://kj.raffles-international.org/,(021) 5867548,,"school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:36.422369
ChIJr18fBTv0aS4Rtd4YyafcSw4,Sekolah Perkumpulan Mandiri Primary School - Menteng Campus,Affluence_Proxy,International_School,-6.1894494,106.8320917,"Jl. Dr. GSSJ Ratulangi No.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","Jl. Dr. GSSJ Ratulangi No.5, Gondangdia, Kota Jakarta Pusat",,0,https://spm.sch.id/,(021) 3924384,,"primary_school, school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:36.565567
ChIJ2zwgkCz3aS4RoWgEjmXHH1s,NationalHigh Jakarta School,Affluence_Proxy,International_School,-6.2172505,106.7639133,"Jl. Raya Pos Pengumben No.41 6, RT.6/RW.3, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia","Sma Nasional Jkt, Jl. Raya Pos Pengumben No.41 6, RT.6/RW.3, Srengseng, Kota Jakarta Barat",,0,http://www.nationalhighjakartaschool.com/,(021) 58902962,,"primary_school, secondary_school, university, school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:36.850405
ChIJaZwF9gXxaS4RAn6oca_p8bs,BINUS SCHOOL Simprug,Affluence_Proxy,International_School,-6.2340842,106.7854488,"Jl. Sultan Iskandar Muda No.Kav. G-8, RT.6/RW.2, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia","Jl. Sultan Iskandar Muda No.Kav. G-8, RT.6/RW.2, Grogol Sel., Kota Jakarta Selatan",,0,https://simprug.binus.sch.id/,0804 169 6969,,"primary_school, secondary_school, school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:37.001161
ChIJWd4nJDDmaC4R6cEIdhRBa50,Gandhi Memorial Intercontinental School,Affluence_Proxy,International_School,-6.151294999999999,106.8522851,"Jl. HBR Motik No.1 Blok D6, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia","Jl. HBR Motik No.1 Blok D6, Pademangan Tim., Jkt Utara",,0,http://www.gandhijkt.org/,(021) 65865667,,"school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:37.316273
ChIJ13J1XAn0aS4RiD4AszLia1Q,Regality Academy,Affluence_Proxy,International_School,-6.2129087,106.8353742,"Lumina Tower, Jl. Kuningan Utama No.lot. 15 9th floor, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia","Lumina Tower, Jl. Kuningan Utama No.lot. 15 9th floor, Menteng Atas, Kota Jakarta Selatan",,0,http://www.regalityacademy.sch.id/,0811-8899-400,,"primary_school, school, point_of_interest, establishment",True,Central_Jakarta_Core,international school,True,2025-08-05T09:20:37.462080
