place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,types,is_operational,search_zone,search_keyword,is_open_now,timestamp,popularity_score,buffer_radius_m
ChIJQQ62kKTxaS4R-M3e586sCK8,Pondok Indah Golf Course,Affluence_Proxy,Golf_Club,-6.2691368,106.7849619,"Jl. Metro Pondok Indah No.16, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Metro Pondok Indah No.16, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.5,4832,http://www.golfpondokindah.com/,(021) 7694906,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.785610,0.2,
ChIJ6ymL2iX1aS4RH3V8jvuGd4Y,Klub Kelapa Gading,Affluence_Proxy,Golf_Club,-6.168095,106.8996726,"Jalan Boulevard Raya Blok KGC, RW.1, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jalan Boulevard Raya Blok KGC, RW.1, Klp. Gading Tim., Jkt Utara",4.5,4463,http://www.klubkelapagading.com/,(021) 4520740,,"point_of_interest, establishment",True,East_Jakarta_Cakung,golf club,True,2025-08-05T09:40:54.392248,0.19,
ChIJ2SFmLGXxaS4R6FcrUyOT3ec,CORK&SCREW COUNTRY CLUB,Affluence_Proxy,Golf_Club,-6.2257375,106.7977091,"Senayan Avenue Pintu IX, Jl. Asia Afrika, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Senayan Avenue Pintu IX, Jl. Asia Afrika, Gelora",4.6,4253,https://new.uniongroupjakarta.com/restaurant/corknscrew-cc,(021) 5706364,$$$,"restaurant, liquor_store, bar, food, point_of_interest, store, establishment",True,South_Jakarta_Tebet,golf club,True,2025-08-05T09:27:44.925593,0.18,
ChIJc5DDtL3yaS4RLWThuX1CEfw,Royale Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.2716562,106.9011006,"Jl. Raya Halim Tiga, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jl. Raya Halim Tiga, Halim Perdanakusuma, Kota Jakarta Timur",4.6,3689,http://www.royalejakarta.com/,(021) 80888999,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.617886,0.16,
ChIJB-EJn0nxaS4RMdazrP3oy6Y,Senayan Golf Club Jakarta,Affluence_Proxy,Golf_Club,-6.2245439,106.7970309,"Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kota Jakarta Pusat",4.5,3209,https://www.instagram.com/senayangolfclub/?hl=en,(021) 5710181,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.369881,0.13,
ChIJuVZfqTcdai4RrkbesdonUPA,Damai Indah Golf - PIK Course,Affluence_Proxy,Golf_Club,-6.113454099999999,106.7446123,"Kapuk, Jl. Marina Raya, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Kapuk, Jl. Marina Raya",4.5,2987,http://www.damaiindahgolf.com/,(021) 5882388,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:03.896515,0.12,
ChIJPZR74hfuaS4RrYvahmDasB8,Pangkalan Jati Golf Club,Affluence_Proxy,Golf_Club,-6.3198313,106.7890761,"Jl. Jati Indah Raya No.1, Pangkalan Jati, Kec. Cinere, Kota Depok, Jawa Barat 16513, Indonesia","Jl. Jati Indah Raya No.1, Pangkalan Jati, Kota Depok",4.3,2740,http://www.golfpangkalanjati.com/,(021) 7513326,,"point_of_interest, establishment",True,South_Jakarta_Kemang,golf club,True,2025-08-05T09:24:15.340905,0.11,
ChIJBfgddGECai4RR4w8LyFirk0,Cengkareng Golf Club,Affluence_Proxy,Golf_Club,-6.1218733,106.6740722,"Soewarna Business Park Block G Lot 1-2, Soekarno–Hatta International Airport, Blok G, Pajang, Kec. Benda, Kota Tangerang, Banten 15126, Indonesia","Soekarno–Hatta International Airport, Soewarna Business Park Block G Lot 1-2, Blok G, Pajang, Kota Tangerang",4.5,2310,https://www.instagram.com/cengkarenggolfclub/,(021) 55911111,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.144325,0.1,
ChIJj11qdJL0aS4R9n1mBBBE1FU,Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.1973677,106.8751961,"Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kota Jakarta Timur",4.4,2423,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.199353,0.1,
ChIJv4_idgP3aS4RsWU1cKQZsaM,HOLEO Golf & Museum,Affluence_Proxy,Golf_Club,-6.1783645,106.8105113,"Jl. Cilamaya No.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","Jl. Cilamaya No.3, Cideng, Kota Jakarta Pusat",4.9,1662,http://www.holeomuseum.com/,0812-9995-5055,,"tourist_attraction, museum, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,False,2025-08-05T09:20:54.855074,0.08,
