place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,types,is_operational,search_zone,search_keyword,is_open_now,timestamp
ChIJUzdtegCNaS4RTA2uTufoTf4,Piala GOLF,Affluence_Proxy,Golf_Club,-6.2282652,106.9528558,"QXC3+M4X, Jl. Bintara, RT.002/RW.02, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17184, Indonesia","QXC3+M4X, Jl. Bintara, RT.002/RW.02, Bintara, Kota Bks",5,2,,0821-1196-8508,,"point_of_interest, establishment",True,East_Jakarta_Pulo_Gadung,golf club,True,2025-08-05T09:41:45.449640
ChIJC57KBr_raS4RZ-jZQlHSPWg,Jagorawi Padel,Affluence_Proxy,Golf_Club,-6.4591473,106.881753,"Jl. Karanggan Raya Gn. Putri, Karanggan, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16960, Indonesia","Jl. Karanggan Raya Gn. Putri, Karanggan, Kabupaten Bogor",5,1,,0812-9090-9188,,"point_of_interest, establishment",True,Depok_Margonda,golf club,,2025-08-05T09:53:21.377440
ChIJv4_idgP3aS4RsWU1cKQZsaM,HOLEO Golf & Museum,Affluence_Proxy,Golf_Club,-6.1783645,106.8105113,"Jl. Cilamaya No.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","Jl. Cilamaya No.3, Cideng, Kota Jakarta Pusat",4.9,1662,http://www.holeomuseum.com/,0812-9995-5055,,"tourist_attraction, museum, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,False,2025-08-05T09:20:54.855074
ChIJBZi_Ujr1aS4RrUbaJLxru1o,"MST Golf Arena, La Piazza Mall Kelapa Gading",Affluence_Proxy,Golf_Club,-6.1603277,106.9060426,"La Piazza Kelapa Gading Jl. Bulevar.7 Block M Unit GF-2, 3, RW.6, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","La Piazza Kelapa Gading Jl. Bulevar.7 Block M Unit GF-2, 3, RW.6, Klp. Gading Tim., Jkt Utara",4.9,107,,0857-1560-3440,,"point_of_interest, store, establishment",True,North_Jakarta_Kelapa_Gading,golf club,False,2025-08-05T09:38:14.478172
ChIJ38VSx-HyaS4RflDbrwsF4S4,Divot Golf fitting,Affluence_Proxy,Golf_Club,-6.2558815,106.8841869,"Jalan 5, RT.5/RW.10, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jalan 5, RT.5/RW.10, Halim Perdanakusuma, Kota Jakarta Timur",4.8,10,https://golfpringgondani.com/fitting-club-golf/,,,"point_of_interest, establishment",True,East_Jakarta_Pulo_Gadung,golf club,,2025-08-05T09:41:44.956592
ChIJE7ClSSPxaS4RjQUyKYL0y-A,Senayan Golf Club - Driving Range,Affluence_Proxy,Golf_Club,-6.224717,106.7972594,"Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Parking lot, Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Central Jakarta City",4.7,262,https://www.instagram.com/sgcdrivingrange/,0851-7338-8510,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.017843
ChIJg1qJJaXxaS4RmBSxFgdHKFk,Pondok Indah Golf Club House,Affluence_Proxy,Golf_Club,-6.2683285,106.7847451,"Jl. Metro Pondok Indah No.Kav 1 1, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Metro Pondok Indah No.Kav 1 1, RT.1/RW.16, Pd. Pinang, Kota Jakarta Selatan",4.7,255,http://www.golfpondokindah.com/,(021) 7698966,,"restaurant, food, point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.952989
ChIJQ-0rSLH1aS4RwC_EENu0PQI,Dealergolf Kelapa Gading,Affluence_Proxy,Golf_Club,-6.172703299999999,106.8979391,"Jl. Boulevard Raya Blok DF No. 6, RT.4/RW.17, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Raya Blok DF No. 6, RT.4/RW.17, Klp. Gading Tim., Jkt Utara",4.7,11,,0895-3368-64414,,"point_of_interest, establishment",True,South_Jakarta_Tebet,golf club,False,2025-08-05T09:27:45.087182
ChIJXek7dh3yaS4RY1VFv7q2Gw4,Persatuan Golf Indonesia (PGI),Affluence_Proxy,Golf_Club,-6.2682284,106.784623,"Pondok Indah Golf Course Golf Gallery Building Lt 2, Jalan Metro Pondok Indah, RT.12/RW.2, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Pondok Indah Golf Course Golf Gallery Building Lt 2, Jalan Metro Pondok Indah, RT.12/RW.2, Cilandak Tim., Kota Jakarta Selatan",4.7,15,http://www.pbpgi.org/,(021) 75908206,,"stadium, point_of_interest, establishment",True,South_Jakarta_Cilandak,golf club,,2025-08-05T09:28:38.175001
ChIJYyTT6OEdai4R_f5qWEHBicM,The Range - Damai Indah Golf PIK,Affluence_Proxy,Golf_Club,-6.112932,106.7451537,"Jl. Marina Raya Jl. Pantai Indah Kapuk, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Parking lot, Jl. Marina Raya Pantai Indah Kapuk St, Kamal Muara, North Jakarta City",4.7,392,https://therangedamaiindah.com/,(021) 5882355,,"point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.057231
ChIJc5DDtL3yaS4RLWThuX1CEfw,Royale Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.2716562,106.9011006,"Jl. Raya Halim Tiga, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia","Jl. Raya Halim Tiga, Halim Perdanakusuma, Kota Jakarta Timur",4.6,3689,http://www.royalejakarta.com/,(021) 80888999,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:49.617886
ChIJp_q23-LzaS4RzjSzrNnnh-E,Driving Range Antarikshe,Affluence_Proxy,Golf_Club,-6.2805903,106.8889086,"Jl. Halim Perdana Kusuma No.4 8, RT.8/RW.4, Halim Perdanakusuma, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13650, Indonesia","Jl. Halim Perdana Kusuma No.4 8, RT.8/RW.4, Halim Perdanakusuma, Kota Jakarta Timur",4.6,231,,,,"point_of_interest, establishment",True,Central_Jakarta_South,golf club,True,2025-08-05T09:22:50.485536
ChIJeT9kJXjxaS4RLaNtPXzuPl0,The Ballroom at Pondok Indah Golf Course,Affluence_Proxy,Golf_Club,-6.2681324,106.7847247,"Jl. Metro Pondok Indah, Pd. Pinang, Kec. Kby. Lama, Jakarta, Daerah Khusus Ibukota Jakarta 12310, Indonesia","Jl. Metro Pondok Indah, Pd. Pinang, Jakarta",4.6,25,http://www.golfpondokindah.com/,0811-1777-668,,"point_of_interest, establishment",True,South_Jakarta_Pondok_Indah,golf club,True,2025-08-05T09:25:37.851279
ChIJ2SFmLGXxaS4R6FcrUyOT3ec,CORK&SCREW COUNTRY CLUB,Affluence_Proxy,Golf_Club,-6.2257375,106.7977091,"Senayan Avenue Pintu IX, Jl. Asia Afrika, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Senayan Avenue Pintu IX, Jl. Asia Afrika, Gelora",4.6,4253,https://new.uniongroupjakarta.com/restaurant/corknscrew-cc,(021) 5706364,$$$,"restaurant, liquor_store, bar, food, point_of_interest, store, establishment",True,South_Jakarta_Tebet,golf club,True,2025-08-05T09:27:44.925593
ChIJl_O2Pbr3aS4R65Ag1NUipm8,TKJ Golf Driving Range Intercon,Affluence_Proxy,Golf_Club,-6.2083083,106.7448703,"TKJ, intercon, blok m1, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia","intercon, TKJ, blok m1",4.6,158,,,,"health, store, point_of_interest, establishment",True,West_Jakarta_Grogol,golf club,True,2025-08-05T09:35:04.392063
ChIJOXEKwrYdai4RILwo2z0hhEs,Sedayu Indo Golf,Affluence_Proxy,Golf_Club,-6.0867328,106.7494364,"Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1, DKI Jakarta 14460, Indonesia","Golf Island, Jl. Marina Indah Pantai Indah Kapuk St No.1",4.6,1171,http://www.sedayuindogolf.com/,(021) 50208088,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.290221
ChIJ-_8ut9Mdai4RKb459VDX6Zw,Driving Range Sedayu Indo Golf,Affluence_Proxy,Golf_Club,-6.085196799999999,106.7488322,"Golf Island, Jl. Marina Indah No.1, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia","Golf Island, Jl. Marina Indah No.1, Kamal Muara, North Jakarta City",4.6,112,https://www.instagram.com/sedayuindogolf/,(021) 31182807,,"point_of_interest, establishment",True,North_Jakarta_PIK,golf club,True,2025-08-05T09:37:21.447637
