place_id,name,category,sub_category,latitude,longitude,address,vicinity,rating,review_count,website,phone,price_level,types,is_operational,search_zone,search_keyword,is_open_now,timestamp
ChIJv4_idgP3aS4RsWU1cKQZsaM,HOLEO Golf & Museum,Affluence_Proxy,Golf_Club,-6.1783645,106.8105113,"Jl. Cilamaya No.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","Jl. Cilamaya No.3, Cideng, Kota Jakarta Pusat",4.9,1662,http://www.holeomuseum.com/,0812-9995-5055,,"tourist_attraction, museum, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,False,2025-08-05T09:20:54.855074
ChIJE7ClSSPxaS4RjQUyKYL0y-A,Senayan Golf Club - Driving Range,Affluence_Proxy,Golf_Club,-6.224717,106.7972594,"Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Parking lot, Jl. Asia Afrika, RT.1/RW.3, Pintu IX, Central Jakarta City",4.7,262,https://www.instagram.com/sgcdrivingrange/,0851-7338-8510,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.017843
ChIJB-EJn0nxaS4RMdazrP3oy6Y,Senayan Golf Club Jakarta,Affluence_Proxy,Golf_Club,-6.2245439,106.7970309,"Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Jl. Asia Afrika Pintu IX, RT.1/RW.3, Senayan, Kota Jakarta Pusat",4.5,3209,https://www.instagram.com/senayangolfclub/?hl=en,(021) 5710181,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.369881
ChIJHfLExj_1aS4RvfE7AdgZ3Bo,Driving Range The Club Gading Mas,Affluence_Proxy,Golf_Club,-6.1540537,106.8905928,"Jl. Boulevard Bar. Raya, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Bar. Raya, Klp. Gading Bar., Jkt Utara",4.5,787,http://theclubgadingmas.com/,(021) 45859388,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.702245
ChIJk_PmGbP1aS4R3P5s0_T_T74,"Driving Range, Jakarta Golf Club",Affluence_Proxy,Golf_Club,-6.1977063,106.8746493,"Unnamed Road, RV2F+WV6, RT.10/RW.13, Rawamangun, Pulo Gadung, East Jakarta City, Jakarta 13220, Indonesia","RV2F+WV6, Unnamed Road, RT.10/RW.13, Rawamangun, East Jakarta City",4.5,290,https://jgcdrivingrange.com/,(021) 47883913,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.860783
ChIJa6K1zPL3aS4Rd2CjlZ1qHkE,Club de Arjuna,Affluence_Proxy,Golf_Club,-6.189992999999999,106.7604659,"Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia","Jl. Kedoya Pesing, RT.8/RW.7, Kedoya Sel., Kota Jakarta Barat",4.5,498,https://www.clubdearjuna.id/,0811-1956-8888,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.508697
ChIJddH7zqj3aS4RmBQqdShL0mE,Senayan Golf Studio & Dining,Affluence_Proxy,Golf_Club,-6.212466999999999,106.8035046,"Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","Senayan Park (Level UG, Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora",4.5,144,,(021) 50813031,,"restaurant, food, point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:54.678241
ChIJA5Y7Q430aS4R4XYpZpXbBfU,Lapangan GOLF Rawamangun,Affluence_Proxy,Golf_Club,-6.1972597,106.8751505,"Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.6, RT.11/RW.14, Rawamangun, Kota Jakarta Timur",4.5,169,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:55.019394
ChIJ0aj06D_1aS4R7OIAgWgonDM,The Club Gading Mas,Affluence_Proxy,Golf_Club,-6.154281999999999,106.8902116,"Jl. Boulevard Bar. Raya No.1, RT.2/RW.9, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","Jl. Boulevard Bar. Raya No.1, RT.2/RW.9, Klp. Gading Bar., Jkt Utara",4.5,42,https://theclubgadingmas.com/,(021) 45859388,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:55.183378
ChIJj11qdJL0aS4R9n1mBBBE1FU,Jakarta Golf Club,Affluence_Proxy,Golf_Club,-6.1973677,106.8751961,"Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","Jl. R.Mangun Muka Raya No.1, RT.10/RW.13, Rawamangun, Kota Jakarta Timur",4.4,2423,,(021) 4754732,,"point_of_interest, establishment",True,Central_Jakarta_Core,golf club,True,2025-08-05T09:20:53.199353
